chr1	1	69.74093376	69.74093376	0.00000000	0.00000000	0.00000000	0.00000000
chr1	2	81.67486077	81.50555020	0.33862114	0.00000000	0.00217704	0.00000000
chr1	3	52.48627995	52.48627995	0.00000000	0.00000000	0.00000000	0.00000000
chr1	4	78.09635733	78.05076203	0.09119060	0.00000000	0.00000000	0.00119307
chr1	5	104.45002764	104.14381288	0.61242952	0.00236837	0.00440145	0.00000000
chr1	6	134.62941137	132.18237304	4.89407667	0.00831709	0.00000000	0.01516407
chr1	7	116.03294900	114.81095040	2.44399719	0.00581972	0.00000000	0.01017258
chr1	8	117.34295744	112.92894074	8.82803341	0.00630443	0.00000000	0.01676999
chr1	9	135.21319762	129.79252925	10.84133673	0.01105939	0.00000000	0.02121445
chr1	10	114.06147581	110.47333656	7.17627850	0.00536454	0.00000000	0.01486335
chr1	11	235.23672455	221.44988011	27.57368887	0.02916215	0.00060904	0.05689729
chr1	12	242.58580086	227.29886624	30.57386924	0.03117248	0.00040764	0.05986984
chr1	13	222.54840009	207.68888047	29.71903924	0.02650495	0.00000000	0.05381644
chr1	14	212.68025368	189.68867745	45.98315245	0.02583273	0.00000000	0.06137486
chr1	15	229.51204168	216.65988624	25.70431088	0.02766260	0.00000000	0.05312354
chr1	16	354.78464929	315.87431179	77.82067500	0.05942970	0.00000000	0.11975802
chr1	17	317.06419379	283.20267633	67.72303492	0.05148852	0.00000000	0.10406036
chr1	18	338.61196643	312.12968328	52.96456631	0.05439412	0.00420467	0.10270672
chr1	19	321.18589847	298.89828048	44.57523600	0.05111399	0.00801000	0.09660828
chr1	20	272.87602558	240.95457980	63.84289157	0.03984230	0.00000000	0.08709916
chr1	21	504.52976860	424.78522892	159.48907936	0.10469836	0.00000000	0.21578334
chr1	22	526.69053905	429.58175402	194.21757007	0.11072326	0.00000000	0.23546310
chr1	23	494.09986410	421.11820043	145.96332735	0.09976602	0.00000000	0.20571836
chr1	24	444.68509982	378.29900582	132.77218799	0.08718044	0.00000000	0.18126018
chr1	25	448.35949239	382.46236397	131.79425683	0.09002724	0.00000000	0.18237012
chr1	26	319.93113835	319.81286499	0.23654672	0.04958107	0.04614141	0.05289536
chr1	27	343.76808536	343.75834912	0.01947248	0.05570109	0.05669180	0.05470149
chr1	28	310.96455233	310.94580813	0.03748839	0.04819958	0.04953726	0.04690667
chr1	29	282.60678389	282.59490292	0.02376196	0.04198404	0.04298546	0.04096984
chr1	30	311.76844524	311.76460818	0.00767413	0.04877099	0.04935446	0.04814976
chr1	31	381.29665416	375.58860400	11.41610033	0.06808833	0.04161258	0.09375733
chr1	32	422.38927843	412.75715733	19.26424218	0.07921584	0.04300889	0.11499317
chr1	33	406.83072130	403.12218647	7.41706965	0.07527222	0.05359183	0.09759226
chr1	34	410.89014321	406.76863806	8.24301029	0.07944086	0.05562733	0.10351222
chr1	35	407.31302522	401.26479628	12.09645789	0.07506530	0.04774726	0.10375675
chr1	36	514.50077244	494.77508318	39.45137854	0.10786363	0.05170320	0.16781887
chr1	37	525.75826480	503.97539576	43.56573808	0.11444359	0.05095437	0.17628155
chr1	38	502.96622374	488.76180453	28.40883842	0.10358533	0.05537432	0.15236241
chr1	39	551.20298326	533.03792602	36.33011449	0.12233639	0.06589613	0.18337311
chr1	40	421.40091192	410.56425262	21.67331860	0.07752076	0.03979478	0.11606722
chr1	41	596.52339498	565.44894352	62.14890292	0.13911345	0.06093064	0.22231690
chr1	42	529.60604403	505.88265597	47.44677611	0.11580475	0.05202745	0.18365989
chr1	43	554.99828206	534.91759604	40.16137204	0.13074210	0.06872285	0.19806446
